tick;price
"-1406";80,336
"-1405";81,983
"-1404";73,17
"-1403";77,218
"-1402";71,873
"-1401";78,741
"-1400";73,317
"-1399";78,741
"-1398";71,843
"-1397";77,402
"-1396";76,116
"-1395";78,741
"-1394";77,218
"-1393";80,336
"-1392";77,402
"-1391";81,983
"-1390";78,741
"-1389";87,88
"-1388";80,336
"-1387";87,88
"-1386";83,937
"-1385";129,879
"-1384";82,416
"-1383";129,879
"-1382";87,88
"-1381";145,922
"-1380";83,937
"-1379";90,122
"-1378";80,336
"-1377";87,88
"-1376";87,88
"-1375";166,508
"-1374";87,88
"-1373";187,342
"-1372";152,112
"-1371";141,303
"-1370";109,027
"-1369";130,943
"-1368";87,88
"-1367";166,508
"-1366";87,88
"-1365";180,963
"-1364";78,741
"-1363";81,983
"-1362";78,741
"-1361";83,937
"-1360";69,495
"-1359";76,116
"-1358";69,34
"-1357";76,116
"-1356";50,108
"-1355";69,195
"-1354";48,928
"-1353";69,195
"-1352";41,607
"-1351";45,287
"-1350";41,202
"-1349";44,608
"-1348";34,237
"-1347";41,607
"-1346";32,926
"-1345";42,091
"-1344";20,244
"-1343";41,607
"-1342";20,275
"-1341";42,091
"-1340";9,445
"-1339";40,946
"-1338";9,445
"-1337";39,853
"-1336";9,262
"-1335";35,788
"-1334";11,993
"-1333";39,853
"-1332";12,152
"-1331";39,853
"-1330";12,016
"-1329";39,853
"-1328";12,152
"-1327";39,947
"-1326";9,445
"-1325";40,946
"-1324";46,467
"-1323";59,725
"-1322";42,39
"-1321";46,467
"-1320";76,524
"-1319";78,741
"-1318";69,495
"-1317";69,495
"-1316";150,952
"-1315";99,478
"-1314";81,047
"-1313";78,941
"-1312";79,354
"-1311";81,442
"-1310";76,116
"-1309";78,741
"-1308";73,605
"-1307";78,741
"-1306";73,17
"-1305";78,741
"-1304";73,317
"-1303";77,218
"-1302";71,524
"-1301";78,741
"-1300";71,426
"-1299";78,741
"-1298";71,426
"-1297";78,741
"-1296";69,34
"-1295";73,317
"-1294";69,195
"-1293";74,683
"-1292";67,582
"-1291";69,34
"-1290";62,19
"-1289";69,34
"-1288";50,851
"-1287";69,195
"-1286";48,928
"-1285";68,455
"-1284";44,81
"-1283";50,708
"-1282";42,29
"-1281";45,287
"-1280";44,387
"-1279";46,467
"-1278";39,947
"-1277";40,946
"-1276";40,946
"-1275";41,509
"-1274";39,486
"-1273";41,509
"-1272";35,015
"-1271";39,947
"-1270";34,237
"-1269";40,946
"-1268";31,503
"-1267";41,509
"-1266";31,227
"-1265";41,509
"-1264";8,595
"-1263";39,853
"-1262";12,152
"-1261";39,853
"-1260";7,4
"-1259";35,406
"-1258";9,153
"-1257";31,311
"-1256";6,947
"-1255";30,305
"-1254";8,316
"-1253";29,464
"-1252";5,637
"-1251";25,837
"-1250";7,221
"-1249";24,918
"-1248";4,23
"-1247";23,246
"-1246";5,967
"-1245";21,7
"-1244";3,205
"-1243";20,233
"-1242";2,688
"-1241";19,078
"-1240";1,448
"-1239";18,251
"-1238";3,889
"-1237";16,455
"-1236";-0,022
"-1235";15,767
"-1234";2,699
"-1233";14,893
"-1232";3,497
"-1231";13,927
"-1230";-0,669
"-1229";12,666
"-1228";14,599
"-1227";29,464
"-1226";-1,292
"-1225";12,597
"-1224";37,05
"-1223";24,37
"-1222";8,772
"-1221";29,464
"-1220";45,287
"-1219";47,329
"-1218";39,853
"-1217";41,607
"-1216";51,664
"-1215";53,527
"-1214";41,607
"-1213";46,467
"-1212";39,853
"-1211";41,509
"-1210";26,011
"-1209";41,607
"-1208";39,853
"-1207";42,39
"-1206";41,509
"-1205";44,608
"-1204";39,947
"-1203";41,607
"-1202";26,011
"-1201";42,39
"-1200";17,209
"-1199";42,39
"-1198";39,947
"-1197";44,608
"-1196";9,445
"-1195";42,39
"-1194";41,509
"-1193";45,287
"-1192";9,445
"-1191";43,835
"-1190";39,947
"-1189";44,608
"-1188";41,607
"-1187";48,354
"-1186";41,607
"-1185";45,395
"-1184";59,877
"-1183";64,216
"-1182";45,905
"-1181";64,216
"-1180";68,764
"-1179";69,495
"-1178";67,582
"-1177";69,495
"-1176";45,287
"-1175";50,708
"-1174";45,395
"-1173";69,195
"-1172";39,853
"-1171";39,947
"-1170";32,926
"-1169";42,091
"-1168";15,291
"-1167";42,29
"-1166";9,445
"-1165";41,509
"-1164";6,094
"-1163";37,306
"-1162";12,152
"-1161";35,788
"-1160";3,976
"-1159";30,576
"-1158";3,616
"-1157";35,406
"-1156";-1,436
"-1155";26,503
"-1154";0,129
"-1153";29,464
"-1152";-5,135
"-1151";15,06
"-1150";-5,243
"-1149";15,294
"-1148";-6,719
"-1147";11,711
"-1146";-7,249
"-1145";11,222
"-1144";-13,666
"-1143";9,043
"-1142";-14,948
"-1141";8,35
"-1140";-5,259
"-1139";6,788
"-1138";-12,12
"-1137";6,035
"-1136";-12,954
"-1135";4,396
"-1134";-14,54
"-1133";3,49
"-1132";-14,54
"-1131";1,318
"-1130";-16,171
"-1129";0,752
"-1128";-17,992
"-1127";-0,714
"-1126";-18,297
"-1125";-1,938
"-1124";2,242
"-1123";3,863
"-1122";-19,596
"-1121";-15,571
"-1120";13,238
"-1119";26,503
"-1118";-17,219
"-1117";-2,587
"-1116";0,175
"-1115";1,904
"-1114";-21,223
"-1113";-1,735
"-1112";4,054
"-1111";13,238
"-1110";-19,72
"-1109";24,057
"-1108";-9,841
"-1107";26,503
"-1106";-15,4
"-1105";13,238
"-1104";-10,912
"-1103";1,657
"-1102";-17,534
"-1101";13,238
"-1100";-20,743
"-1099";13,238
"-1098";-9,841
"-1097";30,408
"-1096";-15,4
"-1095";26,503
"-1094";-11,211
"-1093";24,057
"-1092";-8,375
"-1091";29,464
"-1090";-14,196
"-1089";26,503
"-1088";8,952
"-1087";29,464
"-1086";-12,992
"-1085";30,576
"-1084";35,788
"-1083";26,906
"-1082";6,495
"-1081";32,478
"-1080";9,374
"-1079";35,788
"-1078";9,374
"-1077";34,134
"-1076";1,881
"-1075";31,034
"-1074";7,162
"-1073";30,408
"-1072";-16,715
"-1071";29,464
"-1070";5,508
"-1069";29,717
"-1068";-17,534
"-1067";24,057
"-1066";-16,966
"-1065";24,057
"-1064";-17,534
"-1063";26,503
"-1062";-8,375
"-1061";29,464
"-1060";-20,847
"-1059";0,175
"-1058";-19,026
"-1057";1,904
"-1056";-22,493
"-1055";-1,612
"-1054";-11,797
"-1053";1,571
"-1052";-23,113
"-1051";-3,144
"-1050";-22,113
"-1049";-2,587
"-1048";-23,113
"-1047";-4,519
"-1046";-18,328
"-1045";-0,3
"-1044";-24,707
"-1043";-0,494
"-1042";-23,494
"-1041";-0,494
"-1040";-26,282
"-1039";-0,3
"-1038";-20,354
"-1037";5,452
"-1036";-22,191
"-1035";1,657
"-1034";-20,585
"-1033";0,175
"-1032";-26,114
"-1031";0,175
"-1030";-19,23
"-1029";4,306
"-1028";-9,99
"-1027";13,238
"-1026";-15,325
"-1025";5,452
"-1024";26,503
"-1023";29,464
"-1022";-16,891
"-1021";0,175
"-1020";13,238
"-1019";26,503
"-1018";-17,234
"-1017";0,175
"-1016";13,238
"-1015";29,464
"-1014";-17,534
"-1013";1,657
"-1012";29,464
"-1011";30,408
"-1010";-11,273
"-1009";26,503
"-1008";1,071
"-1007";29,464
"-1006";-16,715
"-1005";29,717
"-1004";-17,501
"-1003";29,464
"-1002";-5,079
"-1001";29,717
"-1000";-17,501
"-999";29,464
"-998";-5,079
"-997";29,464
"-996";-12,992
"-995";29,717
"-994";5,508
"-993";30,408
"-992";34,134
"-991";35,406
"-990";6,788
"-989";29,464
"-988";34,134
"-987";35,788
"-986";8,772
"-985";29,464
"-984";5,896
"-983";30,408
"-982";3,846
"-981";29,717
"-980";-15,643
"-979";26,503
"-978";-16,822
"-977";29,464
"-976";-17,534
"-975";1,904
"-974";-17,722
"-973";13,238
"-972";-22,784
"-971";-0,301
"-970";-23,113
"-969";-0,3
"-968";-21,317
"-967";-0,3
"-966";-23,113
"-965";-0,3
"-964";-26,405
"-963";-2,587
"-962";-24,103
"-961";-3,144
"-960";-29,42
"-959";-6,175
"-958";-26,07
"-957";-7,517
"-956";-32,365
"-955";-8,318
"-954";-26,934
"-953";-9,06
"-952";-36,05
"-951";-10,763
"-950";-31,761
"-949";-11,617
"-948";-31,732
"-947";-12,998
"-946";-31,614
"-945";-12,949
"-944";-31,86
"-943";-3,144
"-942";-31,882
"-941";-3,144
"-940";-0,494
"-939";0,175
"-938";-31,707
"-937";-0,301
"-936";8,806
"-935";24,057
"-934";-13,519
"-933";4,306
"-932";35,788
"-931";12,218
"-930";7,329
"-929";6,798
"-928";32,478
"-927";35,406
"-926";6,788
"-925";29,464
"-924";9,374
"-923";31,034
"-922";4,471
"-921";29,717
"-920";1,881
"-919";29,717
"-918";-10,882
"-917";29,717
"-916";5,508
"-915";30,408
"-914";5,508
"-913";29,717
"-912";-10,882
"-911";29,717
"-910";-12,171
"-909";29,464
"-908";-15,643
"-907";30,408
"-906";7,966
"-905";30,62
"-904";-8,138
"-903";30,408
"-902";5,508
"-901";30,576
"-900";9,374
"-899";35,406
"-898";9,374
"-897";35,788
"-896";39,853
"-895";41,607
"-894";14,044
"-893";39,853
"-892";40,025
"-891";41,607
"-890";16,791
"-889";41,607
"-888";9,445
"-887";40,946
"-886";15,475
"-885";40,946
"-884";6,947
"-883";37,306
"-882";10,726
"-881";35,788
"-880";-10,882
"-879";30,576
"-878";-10,882
"-877";30,408
"-876";-16,822
"-875";28,462
"-874";-17,501
"-873";26,503
"-872";-17,534
"-871";24,778
"-870";-10,912
"-869";23,474
"-868";-24,707
"-867";-0,3
"-866";-24,707
"-865";0,175
"-864";-34,323
"-863";-12,949
"-862";-32,697
"-861";-14,688
"-860";-38,195
"-859";-14,397
"-858";-33,304
"-857";-14,397
"-856";-39,255
"-855";-14,397
"-854";-39,255
"-853";-14,397
"-852";-39,054
"-851";-14,397
"-850";-39,083
"-849";-14,397
"-848";-33,304
"-847";-12,949
"-846";-33,304
"-845";-11,617
"-844";-5,892
"-843";-0,494
"-842";-32,487
"-841";-3,144
"-840";2,242
"-839";3,863
"-838";-19,806
"-837";0,175
"-836";30,62
"-835";34,134
"-834";-5,945
"-833";-12,992
"-832";29,464
"-831";11,76
"-830";-16,715
"-829";29,464
"-828";-5,079
"-827";24,057
"-826";-17,501
"-825";24,057
"-824";29,464
"-823";30,576
"-822";-5,945
"-821";26,503
"-820";-14,974
"-819";24,057
"-818";-17,501
"-817";24,057
"-816";-5,079
"-815";30,408
"-814";-7,126
"-813";29,464
"-812";-16,189
"-811";29,464
"-810";1,071
"-809";30,408
"-808";-15,692
"-807";29,717
"-806";5,508
"-805";31,034
"-804";9,374
"-803";35,406
"-802";10,039
"-801";35,788
"-800";39,853
"-799";42,091
"-798";11,919
"-797";40,51
"-796";42,29
"-795";44,628
"-794";39,947
"-793";42,29
"-792";21,204
"-791";41,607
"-790";39,853
"-789";44,387
"-788";9,445
"-787";41,509
"-786";12,152
"-785";41,607
"-784";6,947
"-783";37,306
"-782";12,152
"-781";39,853
"-780";3,767
"-779";30,576
"-778";5,396
"-777";29,717
"-776";-0,916
"-775";30,408
"-774";-0,761
"-773";30,62
"-772";-17,501
"-771";26,503
"-770";-9,99
"-769";20,682
"-768";-29,788
"-767";-0,3
"-766";-29,788
"-765";-0,494
"-764";-34,323
"-763";-2,587
"-762";-35,484
"-761";-11,617
"-760";-35,606
"-759";-14,688
"-758";-36,05
"-757";-14,688
"-756";-39,255
"-755";-11,617
"-754";-38,243
"-753";-14,397
"-752";-39,255
"-751";-14,397
"-750";-39,255
"-749";-14,688
"-748";-33,304
"-747";-14,397
"-746";-33,304
"-745";-14,397
"-744";-33,304
"-743";-14,397
"-742";-39,255
"-741";-11,617
"-740";-2,587
"-739";0,175
"-738";-31,26
"-737";-4,068
"-736";4,054
"-735";5,452
"-734";-22,214
"-733";-3,144
"-732";1,904
"-731";-6,706
"-730";-26,299
"-729";-2,587
"-728";-23,777
"-727";-3,144
"-726";-31,6
"-725";-0,494
"-724";-12,593
"-723";-0,3
"-722";-20,354
"-721";1,657
"-720";-22,42
"-719";4,054
"-718";-19,23
"-717";5,452
"-716";-22,214
"-715";-0,3
"-714";-18,421
"-713";4,306
"-712";-27,963
"-711";0,175
"-710";-20,354
"-709";13,238
"-708";-11,211
"-707";29,464
"-706";-9,99
"-705";29,464
"-704";9,477
"-703";30,408
"-702";-8,138
"-701";29,717
"-700";32,478
"-699";35,788
"-698";10,726
"-697";37,306
"-696";3,842
"-695";31,034
"-694";4,684
"-693";30,576
"-692";-16,822
"-691";29,717
"-690";-5,079
"-689";30,408
"-688";-17,722
"-687";13,238
"-686";-21,558
"-685";24,057
"-684";-22,784
"-683";4,306
"-682";-11,797
"-681";24,057
"-680";-10,912
"-679";26,503
"-678";-15,4
"-677";13,238
"-676";-23,113
"-675";-0,3
"-674";-23,208
"-673";-0,3
"-672";-32,365
"-671";-0,3
"-670";-20,354
"-669";0,175
"-668";-34,323
"-667";-2,587
"-666";-35,484
"-665";-11,617
"-664";-35,606
"-663";-11,617
"-662";-33,168
"-661";-3,144
"-660";-34,36
"-659";-14,688
"-658";-36,05
"-657";-14,688
"-656";-36,218
"-655";-14,688
"-654";-34,44
"-653";-12,949
"-652";-33,304
"-651";-14,397
"-650";-36,218
"-649";-14,688
"-648";-33,304
"-647";-14,397
"-646";-39,255
"-645";-14,397
"-644";-11,617
"-643";-5,892
"-642";-34,36
"-641";-11,617
"-640";-0,494
"-639";2,242
"-638";-21,128
"-637";-17,423
"-636";4,306
"-635";8,806
"-634";-14,042
"-633";-0,301
"-632";5,452
"-631";-10,912
"-630";-26,299
"-629";-2,587
"-628";8,806
"-627";11,143
"-626";-15,054
"-625";-0,301
"-624";-22,359
"-623";1,904
"-622";-10,912
"-621";26,503
"-620";-29,788
"-619";-0,3
"-618";-18,849
"-617";5,452
"-616";-29,788
"-615";1,657
"-614";-11,211
"-613";26,503
"-612";-20,298
"-611";13,238
"-610";-10,912
"-609";11,143
"-608";24,057
"-607";29,717
"-606";-6,846
"-605";24,057
"-604";35,406
"-603";39,853
"-602";12,152
"-601";39,853
"-600";12,152
"-599";40,51
"-598";9,963
"-597";39,853
"-596";16,187
"-595";41,509
"-594";40,946
"-593";43,835
"-592";11,969
"-591";40,946
"-590";10,577
"-589";42,29
"-588";9,302
"-587";40,946
"-586";39,853
"-585";43,835
"-584";9,302
"-583";40,51
"-582";39,853
"-581";44,608
"-580";10,754
"-579";40,51
"-578";16,187
"-577";41,607
"-576";6,094
"-575";35,788
"-574";9,374
"-573";39,421
"-572";8,26
"-571";35,788
"-570";9,374
"-569";37,306
"-568";8,26
"-567";35,788
"-566";9,374
"-565";37,306
"-564";8,26
"-563";37,05
"-562";10,726
"-561";37,306
"-560";12,152
"-559";39,853
"-558";10,754
"-557";37,306
"-556";10,548
"-555";39,421
"-554";12,152
"-553";39,853
"-552";10,331
"-551";39,421
"-550";12,152
"-549";39,853
"-548";39,853
"-547";41,607
"-546";21,287
"-545";41,607
"-544";46,467
"-543";52,032
"-542";42,39
"-541";45,395
"-540";48,354
"-539";59,725
"-538";42,091
"-537";45,287
"-536";59,877
"-535";64,676
"-534";42,29
"-533";45,395
"-532";68,455
"-531";69,195
"-530";48,354
"-529";67,582
"-528";41,607
"-527";45,287
"-526";41,509
"-525";45,395
"-524";32,926
"-523";42,39
"-522";41,509
"-521";46,467
"-520";31,346
"-519";42,29
"-518";41,509
"-517";47,329
"-516";41,509
"-515";48,354
"-514";44,608
"-513";60,153
"-512";67,582
"-511";69,34
"-510";55,894
"-509";69,195
"-508";77,218
"-507";79,041
"-506";71,355
"-505";77,402
"-504";69,495
"-503";77,074
"-502";69,195
"-501";72,644
"-500";52,049
"-499";69,195
"-498";49,571
"-497";69,195
"-496";42,29
"-495";47,206
"-494";42,091
"-493";47,206
"-492";40,946
"-491";44,387
"-490";39,947
"-489";42,091
"-488";39,827
"-487";42,091
"-486";39,827
"-485";42,091
"-484";32,758
"-483";42,091
"-482";37,249
"-481";41,509
"-480";9,445
"-479";41,509
"-478";9,445
"-477";40,946
"-476";8,165
"-475";39,853
"-474";7,148
"-473";35,788
"-472";5,404
"-471";32,478
"-470";4,471
"-469";29,717
"-468";1,881
"-467";30,576
"-466";-0,916
"-465";29,717
"-464";-10,882
"-463";29,717
"-462";-10,882
"-461";29,464
"-460";-12,171
"-459";29,464
"-458";-15,643
"-457";26,503
"-456";-16,715
"-455";26,503
"-454";-17,501
"-453";29,464
"-452";34,134
"-451";35,406
"-450";7,329
"-449";31,034
"-448";35,788
"-447";39,853
"-446";9,373
"-445";32,478
"-444";40,946
"-443";40,946
"-442";11,478
"-441";39,947
"-440";41,509
"-439";43,835
"-438";39,853
"-437";41,607
"-436";20,598
"-435";41,607
"-434";9,445
"-433";41,607
"-432";40,946
"-431";44,387
"-430";39,853
"-429";42,29
"-428";20,598
"-427";40,946
"-426";9,445
"-425";41,607
"-424";11,124
"-423";41,607
"-422";10,263
"-421";41,509
"-420";40,946
"-419";43,835
"-418";39,947
"-417";42,39
"-416";44,628
"-415";49,847
"-414";42,29
"-413";48,354
"-412";64,216
"-411";67,582
"-410";44,387
"-409";50,708
"-408";41,607
"-407";45,287
"-406";39,853
"-405";41,607
"-404";31,227
"-403";42,091
"-402";39,853
"-401";41,607
"-400";9,302
"-399";39,853
"-398";11,993
"-397";39,853
"-396";6,947
"-395";39,853
"-394";12,152
"-393";39,853
"-392";10,754
"-391";39,853
"-390";12,152
"-389";40,946
"-388";5,404
"-387";35,788
"-386";9,374
"-385";39,421
"-384";3,976
"-383";30,408
"-382";7,966
"-381";35,788
"-380";-0,916
"-379";30,408
"-378";4,961
"-377";30,576
"-376";-12,171
"-375";29,717
"-374";-5,079
"-373";29,717
"-372";-12,171
"-371";30,62
"-370";7,966
"-369";32,478
"-368";2,095
"-367";30,62
"-366";0,142
"-365";29,717
"-364";-10,882
"-363";30,576
"-362";5,508
"-361";30,576
"-360";-12,171
"-359";29,464
"-358";-12,171
"-357";30,576
"-356";9,374
"-355";35,406
"-354";8,548
"-353";34,134
"-352";37,306
"-351";40,51
"-350";11,478
"-349";37,306
"-348";42,39
"-347";44,628
"-346";39,947
"-345";42,29
"-344";44,608
"-343";47,206
"-342";41,607
"-341";44,608
"-340";47,452
"-339";59,725
"-338";42,39
"-337";48,489
"-336";45,287
"-335";50,851
"-334";44,387
"-333";49,571
"-332";33,277
"-331";42,29
"-330";40,946
"-329";45,395
"-328";39,947
"-327";44,608
"-326";42,091
"-325";49,571
"-324";45,287
"-323";64,216
"-322";45,395
"-321";64,676
"-320";68,455
"-319";69,34
"-318";50,851
"-317";69,195
"-316";78,741
"-315";80,537
"-314";77,402
"-313";78,741
"-312";73,317
"-311";77,218
"-310";69,195
"-309";69,495
"-308";47,329
"-307";67,582
"-306";45,381
"-305";52,206
"-304";39,827
"-303";41,607
"-302";36,621
"-301";42,091
"-300";34,411
"-299";41,509
"-298";32,926
"-297";41,607
"-296";41,509
"-295";44,387
"-294";32,926
"-293";40,946
"-292";31,227
"-291";41,607
"-290";29,064
"-289";41,607
"-288";9,262
"-287";35,788
"-286";8,591
"-285";39,853
"-284";6,094
"-283";35,406
"-282";8,656
"-281";35,788
"-280";3,976
"-279";29,464
"-278";3,616
"-277";30,408
"-276";-0,916
"-275";30,576
"-274";7,642
"-273";30,408
"-272";7,162
"-271";29,717
"-270";-10,882
"-269";29,717
"-268";9,374
"-267";32,478
"-266";8,548
"-265";35,406
"-264";35,788
"-263";37,306
"-262";7,483
"-261";35,788
"-260";44,628
"-259";50,74
"-258";45,287
"-257";49,218
"-256";60,153
"-255";67,582
"-254";45,395
"-253";67,582
"-252";69,195
"-251";73,503
"-250";69,195
"-249";72,644
"-248";69,495
"-247";75,044
"-246";69,34
"-245";76,116
"-244";69,495
"-243";76,524
"-242";69,34
"-241";74,683
"-240";77,402
"-239";79,137
"-238";76,116
"-237";80,336
"-236";73,317
"-235";80,336
"-234";78,741
"-233";80,995
"-232";74,683
"-231";80,537
"-230";78,741
"-229";81,055
"-228";73,317
"-227";78,741
"-226";76,116
"-225";80,336
"-224";81,983
"-223";87,88
"-222";80,336
"-221";87,88
"-220";203,696
"-219";151,513
"-218";92,647
"-217";91,937
"-216";80,843
"-215";83,937
"-214";78,741
"-213";81,983
"-212";73,17
"-211";78,741
"-210";73,17
"-209";79,137
"-208";66,98
"-207";69,195
"-206";61,996
"-205";69,195
"-204";45,381
"-203";52,206
"-202";44,608
"-201";53,629
"-200";42,29
"-199";47,329
"-198";41,607
"-197";45,987
"-196";35,015
"-195";41,607
"-194";39,853
"-193";41,607
"-192";31,346
"-191";41,607
"-190";39,853
"-189";41,607
"-188";9,445
"-187";41,607
"-186";12,152
"-185";40,946
"-184";8,591
"-183";39,853
"-182";12,152
"-181";40,51
"-180";8,165
"-179";35,788
"-178";10,726
"-177";39,421
"-176";12,152
"-175";39,853
"-174";12,152
"-173";39,853
"-172";12,152
"-171";40,51
"-170";12,152
"-169";39,947
"-168";41,509
"-167";44,387
"-166";40,946
"-165";44,387
"-164";66,626
"-163";69,195
"-162";47,206
"-161";50,851
"-160";69,495
"-159";73,503
"-158";69,195
"-157";71,355
"-156";76,346
"-155";78,741
"-154";69,495
"-153";76,116
"-152";69,495
"-151";78,741
"-150";69,495
"-149";74,683
"-148";73,317
"-147";78,741
"-146";73,317
"-145";78,741
"-144";78,741
"-143";80,336
"-142";77,402
"-141";80,336
"-140";69,495
"-139";78,741
"-138";69,495
"-137";78,741
"-136";69,495
"-135";78,741
"-134";73,317
"-133";79,137
"-132";72,644
"-131";78,741
"-130";73,317
"-129";78,741
"-128";80,537
"-127";83,484
"-126";78,741
"-125";80,537
"-124";90,122
"-123";107,383
"-122";82,416
"-121";87,88
"-120";78,741
"-119";81,983
"-118";78,741
"-117";81,983
"-116";69,34
"-115";73,317
"-114";69,34
"-113";74,683
"-112";45,465
"-111";67,582
"-110";45,381
"-109";55,134
"-108";40,946
"-107";44,608
"-106";40,946
"-105";44,387
"-104";39,546
"-103";41,607
"-102";39,853
"-101";41,607
"-100";34,237
"-99";42,091
"-98";34,237
"-97";41,607
"-96";29,064
"-95";41,607
"-94";29,724
"-93";41,607
"-92";9,445
"-91";40,946
"-90";12,152
"-89";41,509
"-88";9,262
"-87";39,853
"-86";11,667
"-85";39,853
"-84";8,591
"-83";39,421
"-82";11,993
"-81";39,421
"-80";8,165
"-79";37,05
"-78";10,726
"-77";39,853
"-76";7,148
"-75";39,421
"-74";10,726
"-73";39,421
"-72";6,947
"-71";37,306
"-70";10,726
"-69";37,306
"-68";39,421
"-67";41,509
"-66";16,187
"-65";40,946
"-64";50,74
"-63";59,877
"-62";42,091
"-61";45,287
"-60";64,216
"-59";67,582
"-58";44,777
"-57";49,571
"-56";67,582
"-55";69,195
"-54";49,571
"-53";68,455
"-52";69,195
"-51";69,495
"-50";69,195
"-49";69,495
"-48";69,195
"-47";72,644
"-46";69,195
"-45";71,355
"-44";49,571
"-43";69,195
"-42";49,571
"-41";69,195
"-40";42,39
"-39";50,851
"-38";44,387
"-37";50,851
"-36";44,608
"-35";67,582
"-34";45,287
"-33";67,582
"-32";68,455
"-31";69,495
"-30";67,582
"-29";69,495
"-28";78,741
"-27";80,336
"-26";73,317
"-25";78,741
"-24";68,455
"-23";69,195
"-22";49,115
"-21";69,195
"-20";39,853
"-19";42,091
"-18";39,853
"-17";42,091
"-16";31,994
"-15";41,607
"-14";31,503
"-13";41,607
"-12";20,244
"-11";41,509
"-10";15,291
"-9";41,509
"-8";39,853
"-7";42,091
"-6";39,853
"-5";42,091
"-4";9,445
"-3";39,947
"-2";9,302
"-1";39,853
0;7,148
1;39,421
2;10,726
3;39,421
4;5,404
5;35,406
6;6,171
7;30,408
8;1,881
9;30,408
10;-0,916
11;30,576
12;-12,171
13;29,464
14;-10,727
15;30,408
16;-11,101
17;29,464
18;-11,707
19;29,464
20;-16,715
21;29,464
22;-8,375
23;29,464
24;-17,501
25;29,464
26;-9,99
27;26,503
28;-9,841
29;26,503
30;-15,511
31;29,464
32;-9,841
33;26,503
34;-16,527
35;26,503
36;-5,079
37;29,464
38;-14,196
39;29,464
40;29,717
41;30,576
42;-9,411
43;29,464
44;-5,079
45;26,503
46;-16,715
47;26,503
48;1,071
49;29,717
50;-8,138
51;29,464
52;-14,974
53;29,717
54;1,071
55;30,576
56;5,508
57;32,478
58;9,374
59;35,788
60;37,306
61;41,607
62;13,774
63;39,853
64;41,607
65;42,39
66;12,491
67;40,51
68;65,359
69;67,582
70;42,39
71;44,608
72;39,947
73;41,509
74;33,008
75;40,946
76;26,011
77;40,946
78;17,209
79;40,946
80;8,165
81;39,853
82;8,903
83;39,421
84;6,947
85;35,788
86;6,094
87;32,478
88;35,406
89;37,05
90;8,26
91;35,788
92;-0,916
93;29,464
94;-10,882
95;30,576
96;-17,534
97;24,057
98;-16,28
99;13,238
100;-22,784
101;0,175
102;-20,585
103;-0,3
104;-23,208
105;0,175
106;-23,208
107;-0,3
108;-22,957
109;-0,3
110;-24,707
111;-0,3
112;1,904
113;24,057
114;-15,4
115;8,806
116;29,464
117;30,408
118;-14,196
119;13,238
120;39,421
121;40,51
122;11,478
123;35,788
124;44,628
125;45,395
126;41,509
127;44,387
128;59,877
129;64,676
130;43,282
131;45,987
132;65,359
133;69,195
134;46,467
135;57,538
136;49,571
137;69,195
138;48,489
139;69,195
140;69,195
141;73,503
142;69,195
143;75,044
144;69,495
145;75,92
146;67,582
147;69,34
148;47,452
149;67,582
150;46,467
151;69,195
152;45,287
153;68,455
154;50,851
155;69,34
156;67,582
157;69,495
158;69,195
159;76,116
160;77,402
161;81,055
162;76,116
163;78,741
164;82,416
165;83,937
166;78,741
167;81,983
168;73,317
169;79,354
170;77,402
171;80,336
172;69,495
173;77,402
174;69,495
175;78,741
176;45,381
177;67,582
178;48,99
179;69,195
180;40,946
181;45,395
182;41,607
183;48,354
184;39,486
185;44,387
186;40,946
187;42,39
188;34,237
189;42,29
190;39,853
191;42,091
192;17,209
193;42,29
194;40,946
195;44,387
196;9,262
197;39,853
198;11,993
199;39,853
200;8,165
201;35,788
202;7,148
203;35,788
204;6,947
205;35,788
206;6,094
207;35,406
208;10,726
209;35,788
210;6,094
211;32,478
212;35,788
213;39,421
214;10,09
215;37,05
216;43,835
217;44,608
218;39,853
219;41,607
220;64,216
221;66,626
222;42,356
223;45,395
224;69,195
225;69,195
226;45,987
227;52,049
228;49,571
229;67,582
230;41,607
231;42,091
232;38,247
233;39,853
234;32,926
235;41,509
236;40,946
237;44,608
238;39,853
239;42,091
240;41,509
241;50,851
242;42,39
243;49,571
244;41,607
245;47,206
246;42,29
247;48,489
248;42,091
249;47,452
250;44,608
251;53,527
252;42,091
253;50,708
254;45,987
255;67,582
256;67,582
257;69,495
258;67,582
259;69,495
260;78,741
261;80,995
262;78,741
263;78,741
264;69,195
265;69,195
266;47,206
267;67,582
268;39,486
269;41,607
270;41,509
271;49,571
272;32,926
273;41,607
274;31,994
275;41,509
276;17,209
277;41,607
278;39,947
279;41,509
280;9,445
281;39,947
282;9,445
283;37,05
284;4,471
285;32,478
286;8,656
287;35,788
288;-16,715
289;29,464
290;-16,822
291;29,464
292;-17,534
293;26,503
294;-9,841
295;29,464
296;-17,722
297;13,238
298;-10,912
299;24,057
300;-15,4
301;24,057
302;-16,991
303;4,306
304;-11,797
305;29,464
306;-8,375
307;29,464
308;-14,196
309;29,717
310;-15,349
311;29,464
312;1,071
313;29,717
314;5,508
315;30,576
316;37,306
317;41,607
318;21,702
319;40,946
320;44,608
321;46,467
322;41,607
323;44,387
324;59,877
325;64,216
326;42,091
327;45,395
328;47,206
329;54,67
330;43,845
